Unnamed: 0,Supplier Name,Region,Country,Function,Service,Avg. Cost,Rating,Average Delivery Time,Number of escalations,Year,Resources,Score
4882,HP,APAC,South Korea,Hardware Solutions,Software & Programming,304200,95,241,255,2019,5468,50
4883,HP,North America,US,Hardware Solutions,Software & Programming,106400,84,302,38,2020,9939,58
4884,HP,APAC,Indonesia,Hardware Solutions,Semiconductors,155200,92,359,283,2015,7159,45
4885,HP,APAC,Indonesia,Hardware Solutions,Semiconductors,289600,87,132,35,2016,4535,70
4886,HP,Europe,Germany,Hardware Solutions,Semiconductors,424700,94,382,278,2017,8230,32
4887,HP,APAC,Indonesia,Hardware Solutions,Semiconductors,151200,88,120,186,2018,6581,62
4888,HP,APAC,Singapore,Hardware Solutions,Semiconductors,353900,71,366,275,2019,5016,37
4889,HP,APAC,Taiwan,Hardware Solutions,Semiconductors,138200,87,468,148,2020,2961,57
4890,HP,North America,Canada,Hardware Solutions,Recreational Products,166900,78,106,141,2015,6289,63
4891,HP,North America,Canada,Hardware Solutions,Recreational Products,261000,73,431,108,2016,8703,42
4892,HP,North America,Canada,Hardware Solutions,Recreational Products,126700,91,440,103,2017,7233,54
4893,HP,APAC,Australia,Hardware Solutions,Recreational Products,441300,80,247,150,2018,9989,39
4894,HP,APAC,Saudi Arabia,Hardware Solutions,Recreational Products,479100,89,281,141,2019,1927,55
4895,HP,APAC,Singapore,Hardware Solutions,Recreational Products,458600,88,440,43,2020,3392,52
4896,HP,APAC,Singapore,Hardware Solutions,Internet & Catalog Retail,190100,85,344,220,2015,8064,45
4897,HP,APAC,Japan,Hardware Solutions,Internet & Catalog Retail,350200,71,266,107,2016,2029,59
4898,HP,Europe,Germany,Hardware Solutions,Internet & Catalog Retail,389100,72,246,114,2017,4199,53
4899,HP,APAC,India,Hardware Solutions,Internet & Catalog Retail,388800,93,445,239,2018,7578,34
4900,HP,APAC,Australia,Hardware Solutions,Internet & Catalog Retail,458700,91,298,193,2019,9523,36
4901,HP,APAC,Japan,Hardware Solutions,Internet & Catalog Retail,208700,80,408,231,2020,8772,39
4902,HP,North America,US,Hardware Solutions,Health Care Equipment & Svcs,440800,86,376,297,2015,5796,33
4903,HP,Europe,France,Hardware Solutions,Health Care Equipment & Svcs,427500,87,104,32,2016,8090,59
4904,HP,APAC,South Korea,Hardware Solutions,Health Care Equipment & Svcs,272700,86,181,93,2017,3948,66
4905,HP,APAC,Saudi Arabia,Hardware Solutions,Health Care Equipment & Svcs,151100,84,361,155,2018,2571,61
4906,HP,APAC,Indonesia,Hardware Solutions,Health Care Equipment & Svcs,451800,86,133,171,2019,9903,43
4907,HP,Europe,Netherlands,Hardware Solutions,Health Care Equipment & Svcs,237800,89,169,230,2020,1379,64
4908,HP,APAC,Singapore,Hardware Solutions,Electronics,291800,70,235,90,2015,7648,52
4909,HP,North America,US,Hardware Solutions,Electronics,102800,91,407,285,2016,9440,40
4910,HP,Europe,Netherlands,Hardware Solutions,Electronics,301700,76,459,110,2017,7131,43
4911,HP,Europe,France,Hardware Solutions,Electronics,279600,80,250,198,2018,7248,48
4912,HP,APAC,UAE,Hardware Solutions,Electronics,441300,80,272,105,2019,6263,48
4913,HP,APAC,Saudi Arabia,Hardware Solutions,Electronics,458100,83,303,141,2020,1511,54
4914,HP,APAC,Australia,Hardware Solutions,Electrical Equipment,415800,89,269,47,2015,1926,64
4915,HP,North America,Canada,Hardware Solutions,Electrical Equipment,219800,91,226,134,2016,5701,61
4916,HP,APAC,Taiwan,Hardware Solutions,Electrical Equipment,365600,76,362,237,2017,8957,33
4917,HP,APAC,India,Hardware Solutions,Electrical Equipment,282200,79,181,218,2018,2671,58
4918,HP,APAC,Japan,Hardware Solutions,Electrical Equipment,123400,80,280,268,2019,7320,48
4919,HP,North America,US,Hardware Solutions,Electrical Equipment,402500,71,441,41,2020,5765,46
4920,HP,APAC,UAE,Hardware Solutions,Consumer Financial Services,178600,82,401,138,2015,4891,54
4921,HP,APAC,Singapore,Hardware Solutions,Consumer Financial Services,443000,91,299,82,2016,4891,54
4922,HP,Europe,Norway,Hardware Solutions,Consumer Financial Services,448700,83,342,36,2017,3661,56
4923,HP,APAC,Japan,Hardware Solutions,Consumer Financial Services,374400,79,464,267,2018,6731,31
4924,HP,Europe,Netherlands,Hardware Solutions,Consumer Financial Services,390400,84,168,163,2019,1771,61
4925,HP,APAC,UAE,Hardware Solutions,Consumer Financial Services,149000,85,229,99,2020,2664,70
4926,HP,Europe,Netherlands,Hardware Solutions,Computer Services,180400,89,451,219,2015,7593,43
4927,HP,Europe,Switzerland,Hardware Solutions,Computer Services,495100,87,425,63,2016,8277,40
4928,HP,APAC,China,Hardware Solutions,Computer Services,360700,90,194,218,2017,8818,44
4929,HP,North America,US,Hardware Solutions,Computer Services,472700,94,232,116,2018,1128,61
4930,HP,APAC,UAE,Hardware Solutions,Computer Services,360500,74,92,157,2019,9828,47
4931,HP,APAC,Taiwan,Hardware Solutions,Computer Services,214800,75,154,287,2020,6412,49
4932,HP,APAC,China,Hardware Solutions,Computer Hardware,151000,93,156,69,2015,1084,80
4933,HP,Europe,Germany,Hardware Solutions,Computer Hardware,393300,77,191,157,2016,6482,49
4934,HP,APAC,Indonesia,Hardware Solutions,Computer Hardware,460800,84,411,196,2017,8618,32
4935,HP,Europe,Norway,Hardware Solutions,Computer Hardware,420600,91,166,143,2018,2487,61
4936,HP,APAC,China,Hardware Solutions,Computer Hardware,165500,82,212,34,2019,9017,62
4937,HP,APAC,Indonesia,Hardware Solutions,Computer Hardware,267000,77,151,152,2020,8661,52
4938,HP,North America,US,Hardware Solutions,Communications Equipment,418400,74,129,109,2015,7609,51
4939,HP,APAC,UAE,Hardware Solutions,Communications Equipment,294300,95,161,229,2016,2130,62
4940,HP,Europe,Netherlands,Hardware Solutions,Communications Equipment,195000,90,336,155,2017,8669,49
4941,HP,APAC,India,Hardware Solutions,Communications Equipment,224300,94,474,187,2018,9015,41
4942,HP,APAC,UAE,Hardware Solutions,Communications Equipment,407400,84,242,163,2019,2086,56
4943,HP,Europe,Germany,Hardware Solutions,Communications Equipment,422000,72,423,125,2020,5307,42
4944,HP,APAC,Taiwan,Hardware Solutions,Business & Personal Services,234700,83,107,200,2015,7447,55
4945,HP,Europe,Germany,Hardware Solutions,Business & Personal Services,294200,82,350,293,2016,5827,40
4946,HP,APAC,India,Hardware Solutions,Business & Personal Services,263000,87,166,130,2017,5812,61
4947,HP,Europe,Norway,Hardware Solutions,Business & Personal Services,320500,73,407,164,2018,9392,36
4948,HP,APAC,Australia,Hardware Solutions,Business & Personal Services,105800,72,408,102,2019,4603,58
4949,HP,Europe,Netherlands,Hardware Solutions,Business & Personal Services,153600,95,197,115,2020,7241,63
4950,HP,APAC,Saudi Arabia,Hardware Solutions,Broadcasting & Cable,495100,71,470,32,2015,3635,46
4951,HP,Europe,France,Hardware Solutions,Broadcasting & Cable,411200,86,455,103,2016,8217,39
4952,HP,North America,Canada,Hardware Solutions,Broadcasting & Cable,368800,88,203,246,2017,7129,45
4953,HP,APAC,Singapore,Hardware Solutions,Broadcasting & Cable,396500,78,346,256,2018,4805,39
4954,HP,Europe,Switzerland,Hardware Solutions,Broadcasting & Cable,198200,79,297,117,2019,4243,60
4955,HP,APAC,South Korea,Hardware Solutions,Broadcasting & Cable,232600,73,457,222,2020,6952,38
4956,Boeing,APAC,Australia,Consulting,Telecommunications services,396300,85,90,151,2015,5560,57
4957,Boeing,APAC,Saudi Arabia,Consulting,Telecommunications services,413200,93,439,171,2016,3237,47
4958,Boeing,North America,Canada,Consulting,Telecommunications services,345100,88,121,167,2017,1551,65
4959,Boeing,Europe,France,Consulting,Telecommunications services,150600,70,419,98,2018,7615,49
4960,Boeing,APAC,Indonesia,Consulting,Telecommunications services,373400,87,456,259,2019,6176,35
4961,Boeing,APAC,Japan,Consulting,Telecommunications services,151400,78,447,72,2020,6209,55
4962,Boeing,APAC,Indonesia,Consulting,Software & Programming,130600,76,165,254,2015,4356,58
4963,Boeing,APAC,Indonesia,Consulting,Software & Programming,271300,88,290,246,2016,7585,44
4964,Boeing,APAC,Japan,Consulting,Software & Programming,204600,82,299,102,2017,6446,57
4965,Boeing,Europe,Norway,Consulting,Software & Programming,219500,74,92,167,2018,4995,62
4966,Boeing,Europe,Norway,Consulting,Software & Programming,468300,89,301,56,2019,2404,59
4967,Boeing,Europe,France,Consulting,Software & Programming,497600,76,224,262,2020,8687,32
4968,Boeing,Europe,Netherlands,Consulting,Semiconductors,465900,74,465,191,2015,1865,41
4969,Boeing,North America,Canada,Consulting,Semiconductors,475400,90,315,118,2016,4134,51
4970,Boeing,APAC,South Korea,Consulting,Semiconductors,320400,86,413,207,2017,5271,44
4971,Boeing,Europe,Netherlands,Consulting,Semiconductors,203800,79,209,273,2018,5923,50
4972,Boeing,APAC,China,Consulting,Semiconductors,252400,84,121,105,2019,5004,66
4973,Boeing,APAC,Indonesia,Consulting,Semiconductors,220300,78,453,287,2020,1694,46
4974,Boeing,Europe,France,Consulting,Recreational Products,268600,75,402,120,2015,7579,45
4975,Boeing,APAC,China,Consulting,Recreational Products,129600,70,274,104,2016,6152,59
4976,Boeing,Europe,France,Consulting,Recreational Products,392100,92,356,56,2017,7129,51
4977,Boeing,APAC,Australia,Consulting,Recreational Products,214100,87,187,295,2018,3448,55
4978,Boeing,APAC,Indonesia,Consulting,Recreational Products,312800,81,121,185,2019,6150,55
4979,Boeing,North America,US,Consulting,Recreational Products,190600,83,368,201,2020,4618,52
4980,Boeing,Europe,Switzerland,Consulting,Internet & Catalog Retail,380000,72,460,171,2015,7553,34
4981,Boeing,APAC,Saudi Arabia,Consulting,Internet & Catalog Retail,162300,76,256,291,2016,3088,53
4982,Boeing,Europe,Germany,Consulting,Internet & Catalog Retail,364300,70,111,280,2017,2351,52
4983,Boeing,Europe,France,Consulting,Internet & Catalog Retail,463300,85,268,82,2018,7046,49
4984,Boeing,APAC,Japan,Consulting,Internet & Catalog Retail,148900,95,174,285,2019,3103,62
4985,Boeing,Europe,Norway,Consulting,Internet & Catalog Retail,330800,85,288,169,2020,9038,43
4986,Boeing,APAC,Saudi Arabia,Consulting,Health Care Equipment & Svcs,285200,84,350,205,2015,1292,55
4987,Boeing,Europe,Netherlands,Consulting,Health Care Equipment & Svcs,387200,90,442,267,2016,2897,41
4988,Boeing,Europe,France,Consulting,Health Care Equipment & Svcs,260100,90,442,236,2017,5415,44
4989,Boeing,APAC,India,Consulting,Health Care Equipment & Svcs,207100,91,429,247,2018,5956,45
4990,Boeing,North America,Canada,Consulting,Health Care Equipment & Svcs,331700,76,189,222,2019,5128,50
4991,Boeing,APAC,Australia,Consulting,Health Care Equipment & Svcs,427400,75,475,249,2020,6860,29
4992,Boeing,APAC,South Korea,Consulting,Electronics,487900,88,274,98,2015,6497,48
4993,Boeing,APAC,Indonesia,Consulting,Electronics,267400,88,332,160,2016,1675,60
4994,Boeing,APAC,Australia,Consulting,Electronics,120100,82,269,161,2017,4550,61
4995,Boeing,APAC,Indonesia,Consulting,Electronics,377200,72,421,117,2018,6004,43
4996,Boeing,Europe,France,Consulting,Electronics,476000,92,330,35,2019,1590,61
4997,Boeing,APAC,Australia,Consulting,Electronics,284800,80,143,115,2020,9072,54
4998,Boeing,APAC,UAE,Consulting,Electrical Equipment,112800,80,96,88,2015,1168,80
4999,Boeing,Europe,Switzerland,Consulting,Electrical Equipment,119200,71,217,180,2016,9068,51
5000,Boeing,Europe,Netherlands,Consulting,Electrical Equipment,333700,95,474,261,2017,4247,41
5001,Boeing,North America,US,Consulting,Electrical Equipment,384100,90,94,159,2018,7232,55
5002,Boeing,APAC,UAE,Consulting,Electrical Equipment,477200,80,128,63,2019,8824,51
5003,Boeing,APAC,Australia,Consulting,Electrical Equipment,416800,91,142,187,2020,3117,58
5004,Boeing,APAC,Australia,Consulting,Consumer Financial Services,433500,90,456,39,2015,3431,53
5005,Boeing,Europe,Netherlands,Consulting,Consumer Financial Services,380600,87,126,157,2016,8046,51
5006,Boeing,Europe,Germany,Consulting,Consumer Financial Services,145300,92,354,264,2017,4570,52
5007,Boeing,APAC,South Korea,Consulting,Consumer Financial Services,158400,81,407,101,2018,9970,47
5008,Boeing,North America,Canada,Consulting,Consumer Financial Services,115900,86,346,281,2019,7697,45
5009,Boeing,Europe,Germany,Consulting,Consumer Financial Services,105700,79,302,191,2020,7419,52
5010,Boeing,APAC,Australia,Consulting,Computer Services,298600,82,424,273,2015,8038,33
5011,Boeing,APAC,India,Consulting,Computer Services,271800,94,217,298,2016,9377,41
5012,Boeing,APAC,Australia,Consulting,Computer Services,163700,88,365,130,2017,8960,50
5013,Boeing,APAC,India,Consulting,Computer Services,475800,80,320,297,2018,5576,34
5014,Boeing,APAC,Saudi Arabia,Consulting,Computer Services,469100,77,248,61,2019,2467,58
5015,Boeing,Europe,Switzerland,Consulting,Computer Services,148500,78,198,224,2020,5670,56
5016,Boeing,APAC,Saudi Arabia,Consulting,Computer Hardware,269200,80,421,61,2015,9858,45
5017,Boeing,North America,Canada,Consulting,Computer Hardware,442000,72,279,60,2016,3123,56
5018,Boeing,APAC,Indonesia,Consulting,Computer Hardware,366200,79,242,206,2017,1717,55
5019,Boeing,APAC,Indonesia,Consulting,Computer Hardware,404100,77,193,122,2018,5849,52
5020,Boeing,APAC,Singapore,Consulting,Computer Hardware,107900,74,330,95,2019,6266,59
5021,Boeing,North America,Canada,Consulting,Computer Hardware,183700,72,210,60,2020,9871,55
5022,Boeing,Europe,Switzerland,Consulting,Communications Equipment,116500,78,147,266,2015,4231,59
5023,Boeing,APAC,India,Consulting,Communications Equipment,139200,94,185,245,2016,6465,57
5024,Boeing,Europe,Netherlands,Consulting,Communications Equipment,212500,93,405,117,2017,9724,47
5025,Boeing,APAC,China,Consulting,Communications Equipment,149400,88,302,94,2018,2601,68
5026,Boeing,APAC,Singapore,Consulting,Communications Equipment,348500,85,409,293,2019,8665,30
5027,Boeing,APAC,India,Consulting,Communications Equipment,489200,80,461,287,2020,6922,25
5028,Boeing,APAC,Indonesia,Consulting,Business & Personal Services,295600,75,190,297,2015,4741,47
5029,Boeing,APAC,Singapore,Consulting,Business & Personal Services,353700,89,268,184,2016,3588,54
5030,Boeing,APAC,South Korea,Consulting,Business & Personal Services,202200,95,160,228,2017,1578,67
5031,Boeing,Europe,Norway,Consulting,Business & Personal Services,164600,72,250,273,2018,1091,58
5032,Boeing,North America,US,Consulting,Business & Personal Services,365300,84,440,207,2019,2686,46
5033,Boeing,Europe,Netherlands,Consulting,Business & Personal Services,105800,80,235,166,2020,9693,52
5034,Boeing,APAC,Taiwan,Consulting,Broadcasting & Cable,343200,88,377,33,2015,3086,61
5035,Boeing,APAC,Singapore,Consulting,Broadcasting & Cable,205100,88,467,152,2016,2065,57
5036,Boeing,Europe,France,Consulting,Broadcasting & Cable,225200,83,177,299,2017,6879,47
5037,Boeing,APAC,China,Consulting,Broadcasting & Cable,338000,82,114,37,2018,7282,62
5038,Boeing,Europe,Germany,Consulting,Broadcasting & Cable,460700,85,367,229,2019,2371,44
5039,Boeing,North America,Canada,Consulting,Broadcasting & Cable,307300,76,92,65,2020,6759,62
5040,Morgan Stanley,Europe,Switzerland,IT & Infrastructure,Telecommunications services,245500,95,385,49,2015,7832,55
5041,Morgan Stanley,APAC,Taiwan,IT & Infrastructure,Telecommunications services,146600,72,166,57,2016,9350,60
5042,Morgan Stanley,APAC,Singapore,IT & Infrastructure,Telecommunications services,407800,84,207,82,2017,9452,48
5043,Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Telecommunications services,266800,81,171,236,2018,8219,47
5044,Morgan Stanley,APAC,UAE,IT & Infrastructure,Telecommunications services,190800,77,479,33,2019,4997,56
5045,Morgan Stanley,Europe,Norway,IT & Infrastructure,Telecommunications services,402700,73,383,174,2020,1152,49
5046,Morgan Stanley,Europe,Germany,IT & Infrastructure,Software & Programming,429700,76,454,124,2015,8023,36
5047,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Software & Programming,418100,72,453,120,2016,1784,48
5048,Morgan Stanley,Europe,Norway,IT & Infrastructure,Software & Programming,101300,77,279,288,2017,4186,53
5049,Morgan Stanley,Europe,Norway,IT & Infrastructure,Software & Programming,194600,95,151,183,2018,4992,64
5050,Morgan Stanley,Europe,Switzerland,IT & Infrastructure,Software & Programming,352500,74,202,113,2019,9532,46
5051,Morgan Stanley,APAC,Taiwan,IT & Infrastructure,Software & Programming,112300,95,296,167,2020,4539,63
5052,Morgan Stanley,Europe,Norway,IT & Infrastructure,Semiconductors,471600,74,270,280,2015,4275,38
5053,Morgan Stanley,APAC,Australia,IT & Infrastructure,Semiconductors,290800,85,440,187,2016,9862,36
5054,Morgan Stanley,Europe,France,IT & Infrastructure,Semiconductors,107000,78,93,81,2017,9145,65
5055,Morgan Stanley,APAC,India,IT & Infrastructure,Semiconductors,229300,79,373,177,2018,9947,40
5056,Morgan Stanley,APAC,UAE,IT & Infrastructure,Semiconductors,215200,84,257,80,2019,9240,55
5057,Morgan Stanley,North America,US,IT & Infrastructure,Semiconductors,492900,87,222,186,2020,1281,54
5058,Morgan Stanley,APAC,Indonesia,IT & Infrastructure,Recreational Products,411800,85,138,252,2015,2340,54
5059,Morgan Stanley,APAC,India,IT & Infrastructure,Recreational Products,383400,93,298,245,2016,1466,53
5060,Morgan Stanley,Europe,Switzerland,IT & Infrastructure,Recreational Products,465000,83,217,36,2017,7798,52
5061,Morgan Stanley,APAC,Indonesia,IT & Infrastructure,Recreational Products,311100,79,315,120,2018,2447,58
5062,Morgan Stanley,APAC,Australia,IT & Infrastructure,Recreational Products,280300,85,244,213,2019,8225,46
5063,Morgan Stanley,APAC,Singapore,IT & Infrastructure,Recreational Products,432900,95,356,183,2020,4116,47
5064,Morgan Stanley,Europe,Germany,IT & Infrastructure,Internet & Catalog Retail,203800,88,260,64,2015,6149,63
5065,Morgan Stanley,Europe,Norway,IT & Infrastructure,Internet & Catalog Retail,337100,89,130,157,2016,2151,65
5066,Morgan Stanley,APAC,Indonesia,IT & Infrastructure,Internet & Catalog Retail,331600,88,210,160,2017,1060,64
5067,Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Internet & Catalog Retail,197000,74,246,34,2018,9434,56
5068,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Internet & Catalog Retail,309900,91,239,37,2019,5208,64
5069,Morgan Stanley,APAC,Taiwan,IT & Infrastructure,Internet & Catalog Retail,402600,71,477,97,2020,7871,37
5070,Morgan Stanley,APAC,India,IT & Infrastructure,Health Care Equipment & Svcs,171200,95,164,272,2015,6621,55
5071,Morgan Stanley,APAC,Singapore,IT & Infrastructure,Health Care Equipment & Svcs,161200,93,248,49,2016,1494,77
5072,Morgan Stanley,APAC,India,IT & Infrastructure,Health Care Equipment & Svcs,357900,83,173,214,2017,1357,59
5073,Morgan Stanley,APAC,Australia,IT & Infrastructure,Health Care Equipment & Svcs,339200,89,296,232,2018,4361,49
5074,Morgan Stanley,APAC,India,IT & Infrastructure,Health Care Equipment & Svcs,459600,71,213,87,2019,1602,59
5075,Morgan Stanley,North America,Canada,IT & Infrastructure,Health Care Equipment & Svcs,158000,74,234,228,2020,6336,52
5076,Morgan Stanley,APAC,Australia,IT & Infrastructure,Electronics,375800,82,380,148,2015,5296,46
5077,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Electronics,468800,90,346,114,2016,3118,52
5078,Morgan Stanley,North America,US,IT & Infrastructure,Electronics,180300,93,142,211,2017,1380,70
5079,Morgan Stanley,Europe,Norway,IT & Infrastructure,Electronics,108900,81,415,111,2018,3263,61
5080,Morgan Stanley,North America,US,IT & Infrastructure,Electronics,403900,76,181,174,2019,3359,54
5081,Morgan Stanley,APAC,South Korea,IT & Infrastructure,Electronics,306000,76,295,223,2020,3219,50
5082,Morgan Stanley,Europe,Norway,IT & Infrastructure,Electrical Equipment,182100,93,91,129,2015,9750,60
5083,Morgan Stanley,North America,US,IT & Infrastructure,Electrical Equipment,446400,81,107,231,2016,8886,42
5084,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Electrical Equipment,366300,81,456,225,2017,3582,41
5085,Morgan Stanley,APAC,Australia,IT & Infrastructure,Electrical Equipment,165900,74,453,130,2018,5065,51
5086,Morgan Stanley,APAC,Australia,IT & Infrastructure,Electrical Equipment,283700,72,323,269,2019,8677,35
5087,Morgan Stanley,APAC,Japan,IT & Infrastructure,Electrical Equipment,250800,77,344,195,2020,7711,43
5088,Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Consumer Financial Services,466100,82,331,112,2015,7264,43
5089,Morgan Stanley,Europe,France,IT & Infrastructure,Consumer Financial Services,370100,70,229,255,2016,1607,50
5090,Morgan Stanley,APAC,Singapore,IT & Infrastructure,Consumer Financial Services,413400,77,159,116,2017,9084,47
5091,Morgan Stanley,APAC,Japan,IT & Infrastructure,Consumer Financial Services,266200,77,184,81,2018,6689,59
5092,Morgan Stanley,Europe,France,IT & Infrastructure,Consumer Financial Services,257400,90,158,34,2019,6639,67
5093,Morgan Stanley,Europe,Norway,IT & Infrastructure,Consumer Financial Services,159600,77,283,280,2020,3095,53
5094,Morgan Stanley,Europe,Germany,IT & Infrastructure,Computer Services,384000,91,165,72,2015,2086,68
5095,Morgan Stanley,APAC,Japan,IT & Infrastructure,Computer Services,222800,88,419,266,2016,2112,50
5096,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Computer Services,301300,82,277,192,2017,5797,49
5097,Morgan Stanley,APAC,China,IT & Infrastructure,Computer Services,326300,94,297,63,2018,8386,53
5098,Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Computer Services,336300,77,452,190,2019,5016,41
5099,Morgan Stanley,APAC,South Korea,IT & Infrastructure,Computer Services,295100,86,332,218,2020,9506,39
5100,Morgan Stanley,APAC,Taiwan,IT & Infrastructure,Computer Hardware,320400,82,464,34,2015,6120,51
5101,Morgan Stanley,Europe,Germany,IT & Infrastructure,Computer Hardware,137000,88,283,37,2016,4783,69
5102,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Computer Hardware,412600,88,204,109,2017,3895,58
5103,Morgan Stanley,APAC,Japan,IT & Infrastructure,Computer Hardware,434400,83,217,299,2018,2447,46
5104,Morgan Stanley,APAC,Singapore,IT & Infrastructure,Computer Hardware,273200,82,426,135,2019,5587,48
5105,Morgan Stanley,Europe,Switzerland,IT & Infrastructure,Computer Hardware,292100,81,339,187,2020,6515,46
5106,Morgan Stanley,Europe,France,IT & Infrastructure,Communications Equipment,433300,75,470,106,2015,6184,39
5107,Morgan Stanley,Europe,Germany,IT & Infrastructure,Communications Equipment,116900,80,206,33,2016,5189,71
5108,Morgan Stanley,APAC,China,IT & Infrastructure,Communications Equipment,380100,94,396,236,2017,6015,40
5109,Morgan Stanley,APAC,Taiwan,IT & Infrastructure,Communications Equipment,149200,77,96,147,2018,4308,68
5110,Morgan Stanley,APAC,China,IT & Infrastructure,Communications Equipment,225600,93,449,84,2019,8051,50
5111,Morgan Stanley,APAC,Japan,IT & Infrastructure,Communications Equipment,105400,86,243,146,2020,6306,61
5112,Morgan Stanley,Europe,Switzerland,IT & Infrastructure,Business & Personal Services,340000,94,114,187,2015,4216,61
5113,Morgan Stanley,Europe,Germany,IT & Infrastructure,Business & Personal Services,400800,79,421,83,2016,1847,54
5114,Morgan Stanley,Europe,Switzerland,IT & Infrastructure,Business & Personal Services,264400,85,384,119,2017,7984,47
5115,Morgan Stanley,APAC,India,IT & Infrastructure,Business & Personal Services,259800,75,412,48,2018,1523,62
5116,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Business & Personal Services,193600,82,343,139,2019,9786,46
5117,Morgan Stanley,APAC,Japan,IT & Infrastructure,Business & Personal Services,463900,80,370,162,2020,1363,49
5118,Morgan Stanley,Europe,Germany,IT & Infrastructure,Broadcasting & Cable,160200,74,348,88,2015,5388,58
5119,Morgan Stanley,Europe,France,IT & Infrastructure,Broadcasting & Cable,420400,87,178,86,2016,2188,64
5120,Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Broadcasting & Cable,119700,92,350,132,2017,2264,67
5121,Morgan Stanley,Europe,Germany,IT & Infrastructure,Broadcasting & Cable,326400,76,316,234,2018,6034,42
5122,Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Broadcasting & Cable,145200,84,194,191,2019,9996,51
5123,Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Broadcasting & Cable,391800,91,100,114,2020,3176,65
5124,HCA Healthcare,APAC,India,Hardware Solutions,Telecommunications services,352600,82,465,224,2015,3550,42
5125,HCA Healthcare,APAC,Singapore,Hardware Solutions,Telecommunications services,255600,86,150,96,2016,4778,66
5126,HCA Healthcare,Europe,Germany,Hardware Solutions,Telecommunications services,200800,95,343,214,2017,4210,55
5127,HCA Healthcare,APAC,South Korea,Hardware Solutions,Telecommunications services,271500,91,444,247,2018,2755,48
5128,HCA Healthcare,APAC,Indonesia,Hardware Solutions,Telecommunications services,175200,82,477,258,2019,2679,48
5129,HCA Healthcare,APAC,India,Hardware Solutions,Telecommunications services,498300,74,354,117,2020,8296,37
5130,HCA Healthcare,APAC,South Korea,Hardware Solutions,Software & Programming,422900,78,174,268,2015,2719,49
5131,HCA Healthcare,APAC,Indonesia,Hardware Solutions,Software & Programming,366200,84,342,38,2016,2712,61
5132,HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Software & Programming,314600,94,411,186,2017,6859,44
5133,HCA Healthcare,APAC,Taiwan,Hardware Solutions,Software & Programming,468600,72,415,95,2018,4589,44
5134,HCA Healthcare,APAC,India,Hardware Solutions,Software & Programming,189600,90,242,99,2019,2854,69
5135,HCA Healthcare,APAC,UAE,Hardware Solutions,Software & Programming,146500,70,457,240,2020,3337,47
5136,HCA Healthcare,APAC,South Korea,Hardware Solutions,Semiconductors,168900,92,151,239,2015,9285,52
5137,HCA Healthcare,Europe,Switzerland,Hardware Solutions,Semiconductors,140500,78,206,126,2016,9780,54
5138,HCA Healthcare,Europe,Norway,Hardware Solutions,Semiconductors,291500,89,166,257,2017,4711,54
5139,HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Semiconductors,447600,74,233,162,2018,4215,49
5140,HCA Healthcare,Europe,Norway,Hardware Solutions,Semiconductors,181000,86,335,271,2019,3022,53
5141,HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Semiconductors,441900,81,327,246,2020,3855,42
5142,HCA Healthcare,APAC,India,Hardware Solutions,Recreational Products,374600,84,272,231,2015,9807,36
5143,HCA Healthcare,Europe,Netherlands,Hardware Solutions,Recreational Products,230000,78,216,155,2016,4597,59
5144,HCA Healthcare,APAC,Australia,Hardware Solutions,Recreational Products,329200,76,251,224,2017,6802,44
5145,HCA Healthcare,Europe,Norway,Hardware Solutions,Recreational Products,129400,70,165,78,2018,4807,68
5146,HCA Healthcare,APAC,Taiwan,Hardware Solutions,Recreational Products,305900,87,454,98,2019,4913,51
5147,HCA Healthcare,APAC,South Korea,Hardware Solutions,Recreational Products,435000,88,174,43,2020,9728,52
5148,HCA Healthcare,APAC,India,Hardware Solutions,Internet & Catalog Retail,367600,73,164,268,2015,2657,51
5149,HCA Healthcare,APAC,Singapore,Hardware Solutions,Internet & Catalog Retail,278200,82,275,53,2016,7864,55
5150,HCA Healthcare,APAC,Australia,Hardware Solutions,Internet & Catalog Retail,181500,81,111,46,2017,7155,68
5151,HCA Healthcare,APAC,Taiwan,Hardware Solutions,Internet & Catalog Retail,359500,82,447,299,2018,2557,39
5152,HCA Healthcare,North America,Canada,Hardware Solutions,Internet & Catalog Retail,433200,73,130,239,2019,1443,54
