Supplier Name,Region,Country,Function,Service,Avg. Cost,Rating,Average Delivery Time,Number of escalations,Year,Resources,Score
Morgan Stanley,Europe,Germany,IT & Infrastructure,Broadcasting & Cable,160200,74,348,88,2015,5388,58
Morgan Stanley,Europe,France,IT & Infrastructure,Broadcasting & Cable,420400,87,178,86,2016,2188,64
Morgan Stanley,APAC,Saudi Arabia,IT & Infrastructure,Broadcasting & Cable,119700,92,350,132,2017,2264,67
Morgan Stanley,Europe,Germany,IT & Infrastructure,Broadcasting & Cable,326400,76,316,234,2018,6034,42
Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Broadcasting & Cable,145200,84,194,191,2019,9996,51
Morgan Stanley,Europe,Netherlands,IT & Infrastructure,Broadcasting & Cable,391800,91,100,114,2020,3176,65
HCA Healthcare,APAC,India,Hardware Solutions,Telecommunications services,352600,82,465,224,2015,3550,42
HCA Healthcare,APAC,Singapore,Hardware Solutions,Telecommunications services,255600,86,150,96,2016,4778,66
HCA Healthcare,Europe,Germany,Hardware Solutions,Telecommunications services,200800,95,343,214,2017,4210,55
HCA Healthcare,APAC,South Korea,Hardware Solutions,Telecommunications services,271500,91,444,247,2018,2755,48
HCA Healthcare,APAC,Indonesia,Hardware Solutions,Telecommunications services,175200,82,477,258,2019,2679,48
HCA Healthcare,APAC,India,Hardware Solutions,Telecommunications services,498300,74,354,117,2020,8296,37
HCA Healthcare,APAC,South Korea,Hardware Solutions,Software & Programming,422900,78,174,268,2015,2719,49
HCA Healthcare,APAC,Indonesia,Hardware Solutions,Software & Programming,366200,84,342,38,2016,2712,61
HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Software & Programming,314600,94,411,186,2017,6859,44
HCA Healthcare,APAC,Taiwan,Hardware Solutions,Software & Programming,468600,72,415,95,2018,4589,44
HCA Healthcare,APAC,India,Hardware Solutions,Software & Programming,189600,90,242,99,2019,2854,69
HCA Healthcare,APAC,UAE,Hardware Solutions,Software & Programming,146500,70,457,240,2020,3337,47
HCA Healthcare,APAC,South Korea,Hardware Solutions,Semiconductors,168900,92,151,239,2015,9285,52
HCA Healthcare,Europe,Switzerland,Hardware Solutions,Semiconductors,140500,78,206,126,2016,9780,54
HCA Healthcare,Europe,Norway,Hardware Solutions,Semiconductors,291500,89,166,257,2017,4711,54
HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Semiconductors,447600,74,233,162,2018,4215,49
HCA Healthcare,Europe,Norway,Hardware Solutions,Semiconductors,181000,86,335,271,2019,3022,53
HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Semiconductors,441900,81,327,246,2020,3855,42
HCA Healthcare,APAC,India,Hardware Solutions,Recreational Products,374600,84,272,231,2015,9807,36
HCA Healthcare,Europe,Netherlands,Hardware Solutions,Recreational Products,230000,78,216,155,2016,4597,59
HCA Healthcare,APAC,Australia,Hardware Solutions,Recreational Products,329200,76,251,224,2017,6802,44
HCA Healthcare,Europe,Norway,Hardware Solutions,Recreational Products,129400,70,165,78,2018,4807,68
HCA Healthcare,APAC,Taiwan,Hardware Solutions,Recreational Products,305900,87,454,98,2019,4913,51
HCA Healthcare,APAC,South Korea,Hardware Solutions,Recreational Products,435000,88,174,43,2020,9728,52
HCA Healthcare,APAC,India,Hardware Solutions,Internet & Catalog Retail,367600,73,164,268,2015,2657,51
HCA Healthcare,APAC,Singapore,Hardware Solutions,Internet & Catalog Retail,278200,82,275,53,2016,7864,55
HCA Healthcare,APAC,Australia,Hardware Solutions,Internet & Catalog Retail,181500,81,111,46,2017,7155,68
HCA Healthcare,APAC,Taiwan,Hardware Solutions,Internet & Catalog Retail,359500,82,447,299,2018,2557,39
HCA Healthcare,North America,Canada,Hardware Solutions,Internet & Catalog Retail,433200,73,130,239,2019,1443,54
HCA Healthcare,Europe,Switzerland,Hardware Solutions,Internet & Catalog Retail,299300,94,210,179,2020,1837,63
HCA Healthcare,APAC,UAE,Hardware Solutions,Health Care Equipment & Svcs,301600,80,137,53,2015,1047,73
HCA Healthcare,APAC,India,Hardware Solutions,Health Care Equipment & Svcs,328800,82,136,271,2016,5940,48
HCA Healthcare,North America,US,Hardware Solutions,Health Care Equipment & Svcs,437600,75,143,69,2017,6818,54
HCA Healthcare,APAC,South Korea,Hardware Solutions,Health Care Equipment & Svcs,360600,84,376,100,2018,7511,46
HCA Healthcare,North America,US,Hardware Solutions,Health Care Equipment & Svcs,459600,70,182,61,2019,1929,61
HCA Healthcare,Europe,France,Hardware Solutions,Health Care Equipment & Svcs,117400,70,383,37,2020,9657,52
HCA Healthcare,Europe,Germany,Hardware Solutions,Electronics,353200,70,394,282,2015,6522,32
HCA Healthcare,APAC,China,Hardware Solutions,Electronics,124900,79,345,223,2016,4315,54
HCA Healthcare,APAC,Japan,Hardware Solutions,Electronics,179700,73,342,144,2017,8081,48
HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Electronics,490100,76,209,61,2018,2503,59
HCA Healthcare,Europe,France,Hardware Solutions,Electronics,494300,84,195,298,2019,1388,47
HCA Healthcare,APAC,UAE,Hardware Solutions,Electronics,138800,84,377,183,2020,1909,60
HCA Healthcare,APAC,UAE,Hardware Solutions,Electrical Equipment,232400,83,115,267,2015,6461,53
HCA Healthcare,Europe,Switzerland,Hardware Solutions,Electrical Equipment,472300,77,342,107,2016,6187,44
HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Electrical Equipment,357100,82,398,159,2017,1338,53
HCA Healthcare,APAC,Taiwan,Hardware Solutions,Electrical Equipment,481900,82,266,234,2018,8605,34
HCA Healthcare,APAC,Indonesia,Hardware Solutions,Electrical Equipment,239000,79,231,170,2019,3237,60
HCA Healthcare,Europe,France,Hardware Solutions,Electrical Equipment,331100,94,107,252,2020,5772,54
HCA Healthcare,APAC,China,Hardware Solutions,Consumer Financial Services,281800,75,191,45,2015,3376,67
HCA Healthcare,APAC,Singapore,Hardware Solutions,Consumer Financial Services,279500,89,395,267,2016,7044,39
HCA Healthcare,Europe,France,Hardware Solutions,Consumer Financial Services,478600,73,173,37,2017,9864,47
HCA Healthcare,APAC,Taiwan,Hardware Solutions,Consumer Financial Services,375100,72,128,147,2018,6077,53
HCA Healthcare,APAC,Indonesia,Hardware Solutions,Consumer Financial Services,135000,81,268,214,2019,6062,54
HCA Healthcare,North America,Canada,Hardware Solutions,Consumer Financial Services,262200,78,145,63,2020,8843,58
HCA Healthcare,APAC,Saudi Arabia,Hardware Solutions,Computer Services,170600,87,455,123,2015,9072,46
HCA Healthcare,APAC,India,Hardware Solutions,Computer Services,442700,89,272,230,2016,5285,44
HCA Healthcare,Europe,Germany,Hardware Solutions,Computer Services,115500,77,248,108,2017,2437,69
HCA Healthcare,APAC,Japan,Hardware Solutions,Computer Services,255800,90,186,250,2018,2158,60
HCA Healthcare,APAC,UAE,Hardware Solutions,Computer Services,334000,88,115,271,2019,2634,57
HCA Healthcare,APAC,Australia,Hardware Solutions,Computer Services,217800,94,407,99,2020,5700,56
HCA Healthcare,APAC,India,Hardware Solutions,Computer Hardware,155200,77,289,279,2015,5189,49
HCA Healthcare,APAC,Singapore,Hardware Solutions,Computer Hardware,280300,75,473,176,2016,2097,49
HCA Healthcare,APAC,Taiwan,Hardware Solutions,Computer Hardware,400200,71,241,33,2017,4469,58
HCA Healthcare,APAC,Singapore,Hardware Solutions,Computer Hardware,212300,91,307,279,2018,2207,55
HCA Healthcare,Europe,Netherlands,Hardware Solutions,Computer Hardware,471300,70,451,59,2019,4506,44
HCA Healthcare,Europe,Switzerland,Hardware Solutions,Computer Hardware,230300,71,408,61,2020,3472,58
HCA Healthcare,APAC,Singapore,Hardware Solutions,Communications Equipment,122800,90,228,140,2015,7480,60
HCA Healthcare,Europe,Netherlands,Hardware Solutions,Communications Equipment,443300,94,310,151,2016,6853,45
HCA Healthcare,North America,Canada,Hardware Solutions,Communications Equipment,169800,94,129,220,2017,4109,65
HCA Healthcare,Europe,Switzerland,Hardware Solutions,Communications Equipment,340600,70,187,99,2018,6458,54
HCA Healthcare,APAC,China,Hardware Solutions,Communications Equipment,221000,72,232,177,2019,2587,60
HCA Healthcare,APAC,Indonesia,Hardware Solutions,Communications Equipment,126000,92,292,63,2020,1182,76
HCA Healthcare,APAC,India,Hardware Solutions,Business & Personal Services,429100,78,454,91,2015,9374,36
HCA Healthcare,Europe,Netherlands,Hardware Solutions,Business & Personal Services,233900,87,124,155,2016,4255,65
HCA Healthcare,APAC,China,Hardware Solutions,Business & Personal Services,312600,73,454,266,2017,1703,43
HCA Healthcare,APAC,Singapore,Hardware Solutions,Business & Personal Services,220600,92,385,45,2018,2618,66
HCA Healthcare,APAC,Australia,Hardware Solutions,Business & Personal Services,486500,88,376,41,2019,1834,57
HCA Healthcare,North America,Canada,Hardware Solutions,Business & Personal Services,350000,94,395,172,2020,5504,47
HCA Healthcare,APAC,India,Hardware Solutions,Broadcasting & Cable,475500,81,351,63,2015,2689,54
HCA Healthcare,Europe,Switzerland,Hardware Solutions,Broadcasting & Cable,425600,95,219,151,2016,1830,60
HCA Healthcare,Europe,Switzerland,Hardware Solutions,Broadcasting & Cable,131500,73,358,166,2017,1604,61
HCA Healthcare,Europe,France,Hardware Solutions,Broadcasting & Cable,377700,83,447,126,2018,3556,48
HCA Healthcare,APAC,India,Hardware Solutions,Broadcasting & Cable,372900,75,110,220,2019,7926,46
HCA Healthcare,Europe,Norway,Hardware Solutions,Broadcasting & Cable,486700,82,459,160,2020,7575,33
AbbVie,APAC,Singapore,Hardware Solutions,Telecommunications services,380900,87,133,217,2015,9944,43
AbbVie,APAC,UAE,Hardware Solutions,Telecommunications services,365400,80,379,231,2016,3023,45
AbbVie,Europe,Netherlands,Hardware Solutions,Telecommunications services,493500,93,242,59,2017,9071,48
AbbVie,APAC,South Korea,Hardware Solutions,Telecommunications services,450000,72,261,30,2018,5145,54
AbbVie,Europe,Netherlands,Hardware Solutions,Telecommunications services,320400,94,156,71,2019,5191,65
AbbVie,APAC,Indonesia,Hardware Solutions,Telecommunications services,336300,81,463,291,2020,6187,33
AbbVie,APAC,UAE,Hardware Solutions,Software & Programming,421800,72,428,294,2015,3921,33
AbbVie,APAC,China,Hardware Solutions,Software & Programming,338300,88,127,131,2016,3226,65
AbbVie,North America,US,Hardware Solutions,Software & Programming,426800,77,303,178,2017,7332,40
AbbVie,Europe,Netherlands,Hardware Solutions,Software & Programming,367600,80,324,124,2018,9555,41
AbbVie,Europe,Netherlands,Hardware Solutions,Software & Programming,439800,70,428,247,2019,5935,31
AbbVie,APAC,UAE,Hardware Solutions,Software & Programming,446100,70,195,239,2020,7274,38
AbbVie,APAC,Japan,Hardware Solutions,Semiconductors,259500,92,360,43,2015,6078,59
AbbVie,APAC,India,Hardware Solutions,Semiconductors,275000,72,119,120,2016,5094,61
AbbVie,Europe,France,Hardware Solutions,Semiconductors,247300,83,387,167,2017,7038,46
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Semiconductors,165500,90,464,199,2018,6883,46
AbbVie,APAC,Indonesia,Hardware Solutions,Semiconductors,185200,74,282,111,2019,9237,51
AbbVie,APAC,Singapore,Hardware Solutions,Semiconductors,448000,80,330,116,2020,4673,48
AbbVie,APAC,South Korea,Hardware Solutions,Recreational Products,410700,78,305,87,2015,6470,49
AbbVie,Europe,Norway,Hardware Solutions,Recreational Products,392200,76,286,70,2016,4232,55
AbbVie,APAC,Taiwan,Hardware Solutions,Recreational Products,489700,73,254,30,2017,5402,52
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Recreational Products,117500,79,332,134,2018,6578,56
AbbVie,Europe,Switzerland,Hardware Solutions,Recreational Products,485100,79,104,286,2019,9454,35
AbbVie,North America,Canada,Hardware Solutions,Recreational Products,388700,89,205,121,2020,4168,58
AbbVie,APAC,Australia,Hardware Solutions,Internet & Catalog Retail,405100,93,221,191,2015,4654,52
AbbVie,Europe,Switzerland,Hardware Solutions,Internet & Catalog Retail,107000,74,153,149,2016,7513,60
AbbVie,APAC,UAE,Hardware Solutions,Internet & Catalog Retail,336200,89,444,126,2017,2838,53
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Internet & Catalog Retail,155700,72,344,201,2018,6720,48
AbbVie,APAC,India,Hardware Solutions,Internet & Catalog Retail,242700,89,238,224,2019,4627,55
AbbVie,APAC,China,Hardware Solutions,Internet & Catalog Retail,438000,85,475,178,2020,2349,44
AbbVie,APAC,India,Hardware Solutions,Health Care Equipment & Svcs,143900,70,327,164,2015,7926,49
AbbVie,North America,US,Hardware Solutions,Health Care Equipment & Svcs,342000,87,253,42,2016,3241,65
AbbVie,Europe,Germany,Hardware Solutions,Health Care Equipment & Svcs,104600,78,110,146,2017,1239,75
AbbVie,APAC,Taiwan,Hardware Solutions,Health Care Equipment & Svcs,125000,90,223,292,2018,3023,59
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Health Care Equipment & Svcs,135700,72,173,300,2019,1160,60
AbbVie,Europe,France,Hardware Solutions,Health Care Equipment & Svcs,310700,73,210,212,2020,2768,55
AbbVie,North America,US,Hardware Solutions,Electronics,490500,78,166,204,2015,2584,51
AbbVie,APAC,Japan,Hardware Solutions,Electronics,216500,76,116,192,2016,7826,54
AbbVie,APAC,Indonesia,Hardware Solutions,Electronics,105000,79,199,257,2017,7293,52
AbbVie,North America,Canada,Hardware Solutions,Electronics,282400,91,418,211,2018,8040,40
AbbVie,APAC,Australia,Hardware Solutions,Electronics,480600,89,435,141,2019,2560,47
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Electronics,219200,80,256,96,2020,2080,67
AbbVie,Europe,Norway,Hardware Solutions,Electrical Equipment,321400,88,434,129,2015,9183,41
AbbVie,APAC,China,Hardware Solutions,Electrical Equipment,127500,81,348,89,2016,9796,52
AbbVie,Europe,Norway,Hardware Solutions,Electrical Equipment,372000,71,462,254,2017,8167,28
AbbVie,APAC,UAE,Hardware Solutions,Electrical Equipment,185400,90,179,204,2018,4954,61
AbbVie,Europe,Netherlands,Hardware Solutions,Electrical Equipment,115000,85,212,229,2019,8000,53
AbbVie,North America,Canada,Hardware Solutions,Electrical Equipment,202900,84,183,72,2020,2738,72
AbbVie,APAC,Australia,Hardware Solutions,Consumer Financial Services,488700,80,284,162,2015,3572,48
AbbVie,Europe,Norway,Hardware Solutions,Consumer Financial Services,148100,70,189,69,2016,2025,72
AbbVie,Europe,Switzerland,Hardware Solutions,Consumer Financial Services,220500,91,427,192,2017,4149,51
AbbVie,APAC,UAE,Hardware Solutions,Consumer Financial Services,398800,86,198,100,2018,3440,60
AbbVie,Europe,Germany,Hardware Solutions,Consumer Financial Services,108000,85,118,298,2019,6592,56
AbbVie,North America,US,Hardware Solutions,Consumer Financial Services,317300,95,205,278,2020,9033,42
AbbVie,Europe,Norway,Hardware Solutions,Computer Services,246300,80,257,117,2015,6370,56
AbbVie,APAC,Japan,Hardware Solutions,Computer Services,116500,80,439,166,2016,2430,58
AbbVie,APAC,India,Hardware Solutions,Computer Services,135200,82,162,218,2017,4725,61
AbbVie,APAC,Australia,Hardware Solutions,Computer Services,323100,80,119,261,2018,7421,47
AbbVie,Europe,Germany,Hardware Solutions,Computer Services,215200,91,251,168,2019,6034,57
AbbVie,APAC,Japan,Hardware Solutions,Computer Services,427000,95,430,155,2020,8137,38
AbbVie,APAC,Australia,Hardware Solutions,Computer Hardware,141300,93,412,229,2015,5855,50
AbbVie,APAC,Japan,Hardware Solutions,Computer Hardware,448700,75,240,237,2016,6063,40
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Computer Hardware,410900,91,291,280,2017,8858,34
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Computer Hardware,108600,75,388,85,2018,8689,52
AbbVie,APAC,India,Hardware Solutions,Computer Hardware,107900,78,216,192,2019,9227,52
AbbVie,APAC,Taiwan,Hardware Solutions,Computer Hardware,103900,70,107,289,2020,4144,59
AbbVie,APAC,UAE,Hardware Solutions,Communications Equipment,470500,71,405,40,2015,7199,42
AbbVie,APAC,Saudi Arabia,Hardware Solutions,Communications Equipment,324000,85,132,173,2016,4468,59
AbbVie,Europe,France,Hardware Solutions,Communications Equipment,406100,86,297,45,2017,3526,59
AbbVie,APAC,Taiwan,Hardware Solutions,Communications Equipment,203900,74,213,286,2018,3190,53
AbbVie,Europe,Germany,Hardware Solutions,Communications Equipment,436900,95,96,131,2019,1001,68
AbbVie,North America,US,Hardware Solutions,Communications Equipment,377900,79,284,40,2020,4227,59
AbbVie,APAC,China,Hardware Solutions,Business & Personal Services,114700,95,354,108,2015,5715,62
AbbVie,APAC,Singapore,Hardware Solutions,Business & Personal Services,472600,82,117,60,2016,1222,67
AbbVie,North America,Canada,Hardware Solutions,Business & Personal Services,246700,83,250,101,2017,8372,54
AbbVie,Europe,Norway,Hardware Solutions,Business & Personal Services,331500,88,322,128,2018,5688,52
AbbVie,Europe,Norway,Hardware Solutions,Business & Personal Services,116000,80,191,239,2019,8500,51
AbbVie,APAC,UAE,Hardware Solutions,Business & Personal Services,322000,80,317,49,2020,5435,57
AbbVie,APAC,Japan,Hardware Solutions,Broadcasting & Cable,253400,90,180,216,2015,9287,48
AbbVie,APAC,UAE,Hardware Solutions,Broadcasting & Cable,315100,81,346,288,2016,1702,47
AbbVie,Europe,Norway,Hardware Solutions,Broadcasting & Cable,325800,79,451,194,2017,8806,34
AbbVie,North America,US,Hardware Solutions,Broadcasting & Cable,395200,94,194,62,2018,7411,57
AbbVie,APAC,Singapore,Hardware Solutions,Broadcasting & Cable,463600,90,278,98,2019,3854,55
AbbVie,APAC,Indonesia,Hardware Solutions,Broadcasting & Cable,467600,74,260,174,2020,1218,52
Dow,North America,US,Software Solutions,Telecommunications services,359400,95,204,286,2015,1533,55
Dow,North America,Canada,Software Solutions,Telecommunications services,137600,72,317,72,2016,8161,55
Dow,North America,Canada,Software Solutions,Telecommunications services,462200,70,419,258,2017,2722,36
Dow,APAC,UAE,Software Solutions,Telecommunications services,130100,78,187,114,2018,3170,69
Dow,APAC,Japan,Software Solutions,Telecommunications services,244600,79,192,86,2019,6901,59
Dow,APAC,Indonesia,Software Solutions,Telecommunications services,196400,83,409,181,2020,9942,41
Dow,APAC,Taiwan,Software Solutions,Software & Programming,357100,73,124,290,2015,3187,50
Dow,APAC,Saudi Arabia,Software Solutions,Software & Programming,276700,78,148,79,2016,2650,69
Dow,APAC,South Korea,Software Solutions,Software & Programming,476900,73,281,239,2017,7666,33
Dow,Europe,Netherlands,Software Solutions,Software & Programming,152000,70,213,219,2018,9852,45
Dow,Europe,Netherlands,Software Solutions,Software & Programming,344300,70,239,175,2019,3048,53
Dow,APAC,South Korea,Software Solutions,Software & Programming,327300,84,375,143,2020,6118,47
Dow,APAC,UAE,Software Solutions,Semiconductors,389200,81,181,53,2015,5369,60
Dow,Europe,France,Software Solutions,Semiconductors,425400,93,275,222,2016,8125,40
Dow,North America,US,Software Solutions,Semiconductors,305900,71,470,56,2017,3335,53
Dow,APAC,Japan,Software Solutions,Semiconductors,411300,76,151,289,2018,3211,48
Dow,APAC,China,Software Solutions,Semiconductors,326000,94,430,178,2019,1525,54
Dow,APAC,Japan,Software Solutions,Semiconductors,251900,72,407,249,2020,5603,40
Dow,Europe,France,Software Solutions,Recreational Products,310100,70,301,195,2015,6087,45
Dow,Europe,France,Software Solutions,Recreational Products,218800,79,223,234,2016,2907,57
Dow,APAC,South Korea,Software Solutions,Recreational Products,418100,72,342,53,2017,2326,56
Dow,APAC,India,Software Solutions,Recreational Products,472600,74,479,161,2018,7854,30
Dow,APAC,China,Software Solutions,Recreational Products,320700,80,336,203,2019,2999,50
Dow,Europe,France,Software Solutions,Recreational Products,197200,75,108,38,2020,4275,72
Dow,Europe,Netherlands,Software Solutions,Internet & Catalog Retail,134500,73,130,183,2015,3293,66
Dow,North America,US,Software Solutions,Internet & Catalog Retail,355300,72,459,73,2016,7607,42
Dow,Europe,Switzerland,Software Solutions,Internet & Catalog Retail,417800,84,461,222,2017,4932,37
Dow,APAC,UAE,Software Solutions,Internet & Catalog Retail,499300,84,245,93,2018,3495,54
Dow,APAC,India,Software Solutions,Internet & Catalog Retail,352100,84,165,175,2019,4795,55
Dow,North America,Canada,Software Solutions,Internet & Catalog Retail,421100,71,356,121,2020,6935,41
Dow,North America,Canada,Software Solutions,Health Care Equipment & Svcs,498700,74,128,206,2015,9180,38
Dow,APAC,Taiwan,Software Solutions,Health Care Equipment & Svcs,434400,76,410,51,2016,7401,43
Dow,APAC,Saudi Arabia,Software Solutions,Health Care Equipment & Svcs,489200,85,262,126,2017,5801,47
Dow,APAC,China,Software Solutions,Health Care Equipment & Svcs,221300,77,239,264,2018,5248,49
Dow,APAC,South Korea,Software Solutions,Health Care Equipment & Svcs,245700,82,440,174,2019,4244,49
Dow,APAC,Japan,Software Solutions,Health Care Equipment & Svcs,222200,77,248,198,2020,6284,51
Dow,Europe,Netherlands,Software Solutions,Electronics,124400,70,416,179,2015,9829,41
Dow,North America,US,Software Solutions,Electronics,173700,83,134,185,2016,3383,66
Dow,APAC,Taiwan,Software Solutions,Electronics,290000,84,288,137,2017,3492,58
Dow,APAC,China,Software Solutions,Electronics,482400,78,114,266,2018,4613,45
Dow,APAC,Singapore,Software Solutions,Electronics,165600,81,376,287,2019,2773,50
Dow,APAC,Japan,Software Solutions,Electronics,369900,78,96,290,2020,1736,55
Dow,Europe,Norway,Software Solutions,Electrical Equipment,251200,82,358,241,2015,3431,49
Dow,APAC,China,Software Solutions,Electrical Equipment,462300,87,110,165,2016,2021,60
Dow,APAC,Saudi Arabia,Software Solutions,Electrical Equipment,190500,72,145,47,2017,1410,76
Dow,Europe,Germany,Software Solutions,Electrical Equipment,401800,71,308,150,2018,5463,45
Dow,APAC,UAE,Software Solutions,Electrical Equipment,352200,91,293,288,2019,2353,49
Dow,APAC,Taiwan,Software Solutions,Electrical Equipment,125700,89,383,41,2020,5350,64
Dow,Europe,Netherlands,Software Solutions,Consumer Financial Services,454400,78,346,151,2015,9110,36
Dow,APAC,UAE,Software Solutions,Consumer Financial Services,421800,83,129,222,2016,9267,42
Dow,APAC,Japan,Software Solutions,Consumer Financial Services,154700,72,153,46,2017,9581,60
Dow,APAC,Taiwan,Software Solutions,Consumer Financial Services,208000,90,429,125,2018,3932,57
Dow,North America,US,Software Solutions,Consumer Financial Services,183000,77,400,109,2019,9855,45
Dow,APAC,Saudi Arabia,Software Solutions,Consumer Financial Services,263100,78,250,139,2020,3092,60
Dow,APAC,UAE,Software Solutions,Computer Services,471700,73,174,177,2015,9933,38
Dow,Europe,Netherlands,Software Solutions,Computer Services,280800,84,373,199,2016,3498,51
Dow,Europe,France,Software Solutions,Computer Services,230600,92,316,279,2017,3484,51
Dow,APAC,Singapore,Software Solutions,Computer Services,375200,83,344,208,2018,8629,37
Dow,Europe,Norway,Software Solutions,Computer Services,267900,72,428,284,2019,6482,35
Dow,Europe,Switzerland,Software Solutions,Computer Services,313100,84,106,111,2020,7005,59
Dow,APAC,China,Software Solutions,Computer Hardware,122300,78,296,206,2015,2253,61
Dow,APAC,China,Software Solutions,Computer Hardware,112900,76,231,212,2016,3504,61
Dow,APAC,Indonesia,Software Solutions,Computer Hardware,226400,82,289,192,2017,2136,59
Dow,APAC,UAE,Software Solutions,Computer Hardware,277200,78,355,133,2018,6276,49
Dow,APAC,India,Software Solutions,Computer Hardware,429700,92,244,87,2019,5808,55
Dow,Europe,France,Software Solutions,Computer Hardware,278600,94,119,291,2020,1151,62
Dow,APAC,Singapore,Software Solutions,Communications Equipment,203000,87,247,34,2015,9305,59
Dow,APAC,Indonesia,Software Solutions,Communications Equipment,306600,81,464,244,2016,7605,34
Dow,APAC,Taiwan,Software Solutions,Communications Equipment,480400,93,321,135,2017,8280,41
Dow,APAC,Australia,Software Solutions,Communications Equipment,430300,89,427,203,2018,2423,45
Dow,North America,US,Software Solutions,Communications Equipment,120500,88,248,273,2019,2530,60
Dow,Europe,Switzerland,Software Solutions,Communications Equipment,472800,75,128,81,2020,2099,62
Dow,APAC,Japan,Software Solutions,Business & Personal Services,279300,86,213,134,2015,1144,67
Dow,APAC,Indonesia,Software Solutions,Business & Personal Services,498700,88,104,136,2016,9398,46
Dow,North America,Canada,Software Solutions,Business & Personal Services,180500,92,410,225,2017,5821,48
Dow,APAC,Indonesia,Software Solutions,Business & Personal Services,182200,81,201,159,2018,2371,66
Dow,Europe,Netherlands,Software Solutions,Business & Personal Services,361900,74,302,65,2019,3169,58
Dow,North America,Canada,Software Solutions,Business & Personal Services,335600,80,313,295,2020,3606,43
Dow,APAC,Singapore,Software Solutions,Broadcasting & Cable,196800,79,389,47,2015,8611,52
Dow,APAC,UAE,Software Solutions,Broadcasting & Cable,315800,78,181,132,2016,9776,48
Dow,APAC,China,Software Solutions,Broadcasting & Cable,203500,75,105,158,2017,6537,60
Dow,APAC,Indonesia,Software Solutions,Broadcasting & Cable,317300,78,197,221,2018,8912,43
Dow,APAC,South Korea,Software Solutions,Broadcasting & Cable,277300,85,228,164,2019,8523,49
Dow,North America,US,Software Solutions,Broadcasting & Cable,375100,78,314,221,2020,8379,37
Tesla,APAC,UAE,Hardware Solutions,Telecommunications services,364400,92,230,282,2015,6824,43
Tesla,APAC,Saudi Arabia,Hardware Solutions,Telecommunications services,497700,71,259,103,2016,4201,49
Tesla,APAC,India,Hardware Solutions,Telecommunications services,178600,85,363,271,2017,3986,50
Tesla,APAC,Indonesia,Hardware Solutions,Telecommunications services,207000,87,146,148,2018,1739,71
Tesla,APAC,Taiwan,Hardware Solutions,Telecommunications services,172500,81,206,252,2019,6158,52
Tesla,APAC,South Korea,Hardware Solutions,Telecommunications services,111100,84,106,108,2020,3366,75
Tesla,APAC,India,Hardware Solutions,Software & Programming,114600,73,148,242,2015,9463,50
Tesla,APAC,China,Hardware Solutions,Software & Programming,390700,87,170,294,2016,3945,48
Tesla,APAC,Indonesia,Hardware Solutions,Software & Programming,269500,79,421,167,2017,4130,49
Tesla,APAC,Australia,Hardware Solutions,Software & Programming,374900,91,98,247,2018,3138,57
Tesla,APAC,Taiwan,Hardware Solutions,Software & Programming,142100,93,308,96,2019,6656,61
Tesla,APAC,Taiwan,Hardware Solutions,Software & Programming,254300,90,473,166,2020,7353,43
Tesla,APAC,Saudi Arabia,Hardware Solutions,Semiconductors,237700,82,381,78,2015,6072,55
Tesla,Europe,Germany,Hardware Solutions,Semiconductors,496100,93,97,237,2016,6404,47
Tesla,Europe,Germany,Hardware Solutions,Semiconductors,114600,88,288,87,2017,9216,58
Tesla,Europe,Netherlands,Hardware Solutions,Semiconductors,125700,78,103,97,2018,5806,69
Tesla,Europe,Germany,Hardware Solutions,Semiconductors,264200,83,202,292,2019,1040,57
Tesla,APAC,Indonesia,Hardware Solutions,Semiconductors,315100,72,184,158,2020,6403,52
Tesla,APAC,UAE,Hardware Solutions,Recreational Products,387000,77,113,48,2015,1754,69
Tesla,Europe,Netherlands,Hardware Solutions,Recreational Products,129500,84,128,67,2016,9043,65
Tesla,APAC,UAE,Hardware Solutions,Recreational Products,403000,94,386,176,2017,3985,48
Tesla,APAC,India,Hardware Solutions,Recreational Products,224700,91,226,132,2018,3084,66
Tesla,Europe,Germany,Hardware Solutions,Recreational Products,489600,89,273,124,2019,9286,41
Tesla,Europe,Netherlands,Hardware Solutions,Recreational Products,464800,85,120,190,2020,1941,58
Tesla,APAC,Japan,Hardware Solutions,Internet & Catalog Retail,210000,80,378,129,2015,6639,51
Tesla,APAC,South Korea,Hardware Solutions,Internet & Catalog Retail,480800,73,362,257,2016,7480,29
Tesla,APAC,China,Hardware Solutions,Internet & Catalog Retail,382400,88,351,111,2017,9055,43
Tesla,APAC,Saudi Arabia,Hardware Solutions,Internet & Catalog Retail,189900,70,182,293,2018,5632,49
